id,created,finished,lead_time,Cutting_start,Cutting_end,Cutting_wait_time,Drilling_start,Drilling_end,Drilling_wait_time,Assembly_start,Assembly_end,Assembly_wait_time,Painting_start,Painting_end,Painting_wait_time
P13,28.200560441973575,66.09317201030518,37.86137195897164,41.241695307151446,41.34856372440666,13.04113486517787,50.85058456563797,54.21599363840608,9.502020841231314,54.21599363840608,55.675555158191685,0.0,61.32677405197745,66.09317201030518,5.651218893785767
P14,30.393432174855914,81.02347753036152,49.84759353653063,41.34856372440666,42.58996579706813,10.955131549550746,54.21599363840608,78.74562112722394,11.626027841337951,78.74562112722394,80.5477117046205,0.0,80.5477117046205,81.02347753036152,0.0
P15,33.13625153395192,96.83903397771978,67.80589776700585,42.58996579706813,43.61067488689426,9.453714263116211,78.74562112722394,81.58106089335335,35.13494624032968,81.58106089335335,95.95071523167131,0.0,95.95071523167131,96.83903397771978,0.0
P16,33.510917155648606,104.68224620455577,69.26501857754805,43.61067488689426,50.45788723151024,10.099757731245653,81.58106089335335,89.9291650337989,31.12317366184311,89.9291650337989,98.81833787819794,0.0,103.93777679913299,104.68224620455577,5.119438920935053
P17,43.08399052937693,103.93777679913299,63.24510516632066,50.45788723151024,51.465824950607534,7.373896702133308,89.9291650337989,93.01557364015379,38.46334008319136,95.95071523167131,96.30247637002286,2.935141591517521,96.83903397771978,103.93777679913299,0.5365576076969205
P18,43.581621678501094,109.65996469171127,65.8522325887544,51.465824950607534,54.343271066890125,7.88420327210644,93.01557364015379,100.29203498913677,38.672302573263664,100.29203498913677,100.71485350384816,0.0,104.68224620455577,109.65996469171127,3.967392700707606
P19,49.594176419533355,114.02504803288258,63.753537119929476,54.343271066890125,56.67667225888854,4.74909464735677,100.29203498913677,106.13030125778522,43.61536273024823,106.13030125778522,113.84738546369361,0.0,113.84738546369361,114.02504803288258,0.0
P20,50.88370703464795,146.85730733256509,96.22266784431001,56.67667225888854,58.47313840820633,5.792965224240589,106.13030125778522,107.04744704642115,47.65716284957889,107.04744704642115,138.46008425560208,0.0,138.46008425560208,146.85730733256509,0.0
P21,51.52382241800825,116.03258471572472,62.82921515761282,58.47313840820633,76.65953000834389,6.94931599019808,107.04744704642115,111.3332508269878,30.387917038077262,113.84738546369361,115.44974808463007,2.514134636705819,115.44974808463007,116.03258471572472,0.0
P22,56.314022244214705,122.91325803876093,68.94811790518467,76.65953000834389,78.52824004147594,20.345507764129188,111.3332508269878,115.40573472650587,32.805010785511854,115.44974808463007,116.28639107927073,0.044013358124203705,116.28639107927073,122.91325803876093,0.0
P23,59.612279790428694,130.95825006832573,72.46600442478947,78.52824004147594,85.36184473083367,18.915960251047245,115.40573472650587,119.92062133039467,30.043889995672203,119.92062133039467,129.633566887161,0.0,129.633566887161,130.95825006832573,0.0
P24,67.05292793714558,132.97342660191424,68.2553771604015,85.36184473083367,88.43743108587412,18.308916793688084,119.92062133039467,120.78322358363752,31.483190244520543,129.633566887161,131.55821598188444,8.850343303523488,131.55821598188444,132.97342660191424,0.0
P25,67.07717755634052,157.0600011910551,89.27917115643486,88.43743108587412,90.97652009624555,21.36025352953361,120.78322358363752,123.03303613915276,29.80670348739197,131.55821598188444,143.20563796615787,8.525179842731688,146.85730733256509,157.0600011910551,3.6516693664072193
P26,69.7558261107539,163.30470881719106,94.03993501397447,90.97652009624555,91.04094530994631,21.22069398549165,123.03303613915276,127.60240335804504,31.992090829206447,138.46008425560208,153.83828295900136,10.857680897557046,161.18344045491747,163.30470881719106,7.345157495916112
P27,72.15989250589169,159.15239062043847,84.38291377422918,91.04094530994631,99.70940046526631,18.88105280405462,127.60240335804504,135.6806265102002,27.893002892778725,143.20563796615787,144.2779184754508,7.525011455957667,157.0600011910551,159.15239062043847,12.782082715604304
P28,73.77681721198455,161.04114148342614,87.46202972539169,99.70940046526631,100.00270573490495,25.932583253281763,135.6806265102002,138.9444971972005,35.67792077529525,144.2779184754508,145.6955432929836,5.333421278250313,159.15239062043847,161.04114148342614,13.45684732745488
P29,74.4285965635407,161.18344045491747,86.60496361640031,100.00270573490495,102.18258450333465,25.574109171364256,138.9444971972005,146.65653321107095,36.76191269386584,146.65653321107095,147.01274032624326,0.0,161.04114148342614,161.18344045491747,14.028401157182884
P30,76.57968218311981,165.40825518509138,91.10039522571597,102.18258450333465,102.63268477042507,25.602902320214838,146.65653321107095,148.6019606744857,44.02384844064588,148.6019606744857,157.63791988136026,0.0,164.99414890234348,165.40825518509138,7.356229020983221
P31,76.82806882672429,164.99414890234348,89.67928653991322,102.63268477042507,104.74502818015428,25.80461594370078,148.6019606744857,151.08074381717148,43.85693249433142,153.83828295900136,154.82970254177584,2.7575391418298807,163.30470881719106,164.99414890234348,8.475006275415211
P32,78.09779266433941,192.45606509522148,109.65467658310534,104.74502818015428,106.54704266463042,26.64723551581487,151.08074381717148,173.07852815221375,44.533701152541056,173.07852815221375,174.74475632324467,0.0,191.3409508075123,192.45606509522148,16.596194484267613
P33,84.55554527727365,197.68192719092832,113.41173125648476,106.54704266463042,107.77061337906937,21.991497387356773,173.07852815221375,176.7648674097847,65.30791477314438,176.7648674097847,181.93059936112866,0.0,195.39525308864202,197.68192719092832,13.464653727513365
P34,85.29990220909912,195.39525308864202,113.0387697774551,107.77061337906937,110.15821710791921,22.470711169970258,176.7648674097847,179.78596848352177,66.60665030186549,179.78596848352177,181.39360436969764,0.0,192.45606509522148,195.39525308864202,11.062460725523835
P35,87.4392508058339,200.24739679888359,109.1522879519666,110.15821710791921,113.06514875567511,22.71896630208532,179.78596848352177,181.84347761778355,66.72081972784666,181.84347761778355,188.4093736851649,0.0,197.68192719092832,200.24739679888359,9.272553505763426
P36,87.78756696300563,200.26638280310104,108.04033463447081,113.06514875567511,119.49660098996445,25.27758179266948,181.84347761778355,183.30003706258276,62.3468766278191,183.30003706258276,191.51644537010012,0.0,200.24739679888359,200.26638280310104,8.73095142878347
P37,90.80659653714395,205.057831101993,114.39917726484282,119.49660098996445,124.52561126054529,28.690004452820503,183.30003706258276,183.60758116312917,58.77442580203747,188.4093736851649,200.95104563533292,4.801792522035726,200.95104563533292,205.057831101993,0.0
P38,90.80779786256205,212.6543875156072,120.78436465736598,124.52561126054529,138.10428117326447,33.717813397983235,183.60758116312917,210.03921419734206,45.5032999898647,210.03921419734206,211.91344399944418,0.0,211.91344399944418,212.6543875156072,0.0
P39,91.6305633371711,234.65346918411134,142.9811577206496,138.10428117326447,144.02654338180812,46.47371783609337,210.03921419734206,213.83073958329763,66.01267081553394,213.83073958329763,227.72789430894633,0.0,229.11303857811362,234.65346918411134,1.3851442691672844
P40,96.06086790238601,229.11303857811362,133.25430374072837,144.02654338180812,146.204196779129,47.96567547942212,213.83073958329763,221.47340836758008,67.62654280416862,221.47340836758008,224.76325512124941,0.0,224.76325512124941,229.11303857811362,0.0
P41,100.4788750330101,241.0778802506017,140.98915692711824,146.204196779129,147.8830820290005,45.72532174611891,221.47340836758008,221.5130893058268,73.59032633857959,224.76325512124941,229.91254627728287,3.250165815422605,234.65346918411134,241.0778802506017,4.740922906828473
P42,103.52750141122256,247.81128118100364,144.05787298277573,147.8830820290005,148.89245877727998,44.35558061777793,221.5130893058268,221.83254263780978,72.62063052854683,227.72789430894633,239.3478918226484,5.895351671136552,247.5347385071666,247.81128118100364,8.186846684518201
P43,105.20345120955263,247.5347385071666,138.79989739571542,148.89245877727998,150.69373261261896,43.68900756772736,221.83254263780978,230.5983068430546,71.13881002519082,230.5983068430546,231.98847360276173,0.0,241.0778802506017,247.5347385071666,9.08940664783998
P44,105.70325359818487,252.7839593043669,147.4021170149219,150.69373261261896,161.02450987921338,44.99047901443409,230.5983068430546,231.77057290683334,69.5737969638412,231.98847360276173,240.91745209661286,0.21790069592839245,247.81128118100364,252.7839593043669,6.893829084390774
P45,107.33075300460331,266.21908616069976,161.73662480873088,161.02450987921338,165.53887778000515,53.693756874610074,231.77057290683334,232.21353626011447,66.23169512682819,239.3478918226484,251.91694272932102,7.134355562533926,256.6190129992492,266.21908616069976,4.7020702699281856
P46,108.54125921803303,256.6190129992492,149.81814189229212,165.53887778000515,176.14666573944731,56.99761856197212,232.21353626011447,234.3432664119759,56.06687052066715,240.91745209661286,243.29754894418437,6.574185684636973,252.7839593043669,256.6190129992492,9.486410360182532
P47,108.81210704303923,268.4719523555168,162.79299897687434,176.14666573944731,177.92653667112364,67.33455869640808,234.3432664119759,235.0288904440812,56.41672974085225,243.29754894418437,253.1109417558106,8.268658500103157,266.21908616069976,268.4719523555168,13.108144404889174
P48,109.34656080834846,269.18266707179805,163.10499350472395,177.92653667112364,178.67492509188503,68.57997586277519,235.0288904440812,243.1946389167683,56.353965352196184,251.91694272932102,254.06343814680133,8.722303812552724,268.4719523555168,269.18266707179805,14.408514208715474
P49,110.21306066499447,272.1650099169016,158.76030130802243,178.67492509188503,182.80025526144573,68.46186442689056,243.1946389167683,251.34408219195524,60.39438365532257,253.1109417558106,254.6333207781162,1.7668595638553484,269.18266707179805,272.1650099169016,14.54934629368185
P50,110.76223960007272,275.43963622337844,167.05203058868221,182.80025526144573,184.04512414003747,72.03801566137301,251.34408219195524,253.86273515010114,67.29895805191777,254.06343814680133,256.4090019648195,0.200702996700187,272.1650099169016,275.43963622337844,15.756007952082143
P51,111.28459380200206,276.35040605109174,167.35968789728804,184.04512414003747,202.21052779194508,72.76053033803541,253.86273515010114,253.96053696013988,51.65220735815606,254.6333207781162,256.56270975260907,0.6727838179763239,275.43963622337844,276.35040605109174,18.876926470769376
P52,111.43923590737056,279.4255628633287,168.15028243951554,202.21052779194508,203.37590521366818,90.77129188457452,253.96053696013988,254.83688200100343,50.5846317464717,256.4090019648195,259.4171869193958,1.57211996381605,276.35040605109174,279.4255628633287,16.93321913169592
P53,111.98521784924128,286.24142151616104,175.5497451425897,203.37590521366818,206.94233902815816,91.3906873644269,254.83688200100343,259.0259083357922,47.89454297284527,259.0259083357922,275.5366338285315,0.0,279.4255628633287,286.24142151616104,3.888929034797229
P54,116.93766754573136,286.8226115252779,170.51294654907468,206.94233902815816,207.41468541282973,90.0046714824268,259.0259083357922,259.526389477084,51.6112229229625,259.526389477084,280.2769844375479,0.0,286.24142151616104,286.8226115252779,5.964437078613116
P55,118.71510505878811,294.02797174438336,171.91378281758017,207.41468541282973,207.81643049931932,88.69958035404161,259.526389477084,260.32969003821205,51.7099589777647,275.5366338285315,286.6427675641635,15.206943790319428,290.66570209216275,294.02797174438336,4.0229345279992685
P56,120.05895950085609,290.66570209216275,168.8042249821721,207.81643049931932,208.18724473997813,87.75747099846323,260.32969003821205,261.58961097684704,52.14244529823392,280.2769844375479,285.91177230428957,18.687373460700883,286.8226115252779,290.66570209216275,0.9108392209883505
P57,120.2730673335641,294.2107675186147,177.4058345043078,208.18724473997813,210.8262928764968,87.91417740641403,261.58961097684704,262.05818430009214,50.76331810035023,285.91177230428957,289.35261283748986,23.853588004197434,294.02797174438336,294.2107675186147,4.675358906893507
P58,121.45739341441826,295.5045361490745,173.4446679540569,210.8262928764968,214.9680571522339,89.36889946207855,262.05818430009214,264.3865742370946,47.090127147858226,286.6427675641635,290.4209545585885,22.2561933270689,294.2107675186147,295.5045361490745,3.789812960026211
P59,122.77888170292049,298.3858292273249,178.7259719501299,214.9680571522339,216.77255863934914,92.18917544931342,264.3865742370946,269.71163623706576,47.614015597745436,289.35261283748986,295.26082506588483,19.640976600424096,295.5045361490745,298.3858292273249,0.24371108318968027
P60,125.52130611054672,302.2424140871591,178.21691440269424,216.77255863934914,220.09280168396918,91.25125252880242,269.71163623706576,272.86907724685807,49.618834553096576,290.4209545585885,300.47837458728344,17.551877311730436,300.47837458728344,302.2424140871591,0.0
P61,125.73887480045201,298.6582871930552,169.15762189946156,220.09280168396918,222.7205553958254,94.35392688351718,272.86907724685807,274.7186346262145,50.14852185103268,295.26082506588483,296.535404319503,20.54219043967032,298.3858292273249,298.6582871930552,1.850424907821889
P62,126.82080319704616,299.12592810010136,174.60296915099008,222.7205553958254,225.30411328229135,95.89975219877923,274.7186346262145,275.0148812492593,49.414521343923155,296.535404319503,298.1842112038071,21.520523070243712,298.6582871930552,299.12592810010136,0.47407598924809236
P63,127.69116781805978,312.2166383707063,183.39141227500022,225.30411328229135,225.82910406143665,97.61294546423157,275.0148812492593,276.65155676252255,49.18577718782265,298.1842112038071,306.84921256932694,21.532654441284535,306.84921256932694,312.2166383707063,0.0
P64,128.29154127131744,306.1502657078814,175.26490542776017,225.82910406143665,226.27565141654307,97.53756279011921,276.65155676252255,278.1100137729174,50.375905345979476,300.47837458728344,300.7821065697854,22.368360814366042,302.2424140871591,306.1502657078814,1.4603075173736784
P65,128.73459712141283,317.7163595516962,190.07199892764982,226.27565141654307,227.48280727936242,97.54105429513024,278.1100137729174,279.54132126532795,50.62720649355498,300.7821065697854,311.90070678154376,21.24078530445746,312.2166383707063,317.7163595516962,0.31593158916251696
P66,129.98476775762379,319.4972176302101,192.85824516663632,227.48280727936242,232.69159676244922,97.49803952173863,279.54132126532795,289.0607463430368,46.84972450287873,306.84921256932694,312.4402727889866,17.788466226290154,317.7163595516962,319.4972176302101,5.27608676270961
P67,130.58835823376023,320.2732745903282,187.4125163815606,232.69159676244922,235.86660985851123,102.10323852868899,289.0607463430368,289.4225996574395,53.19413648452556,311.90070678154376,316.58013980359897,22.47810712410427,319.4972176302101,320.2732745903282,2.9170778266111483
P68,135.9799090720039,324.16732649270557,187.0538768173515,235.86660985851123,248.1114281792585,99.88670078650733,289.4225996574395,291.0898021142237,41.311171478180995,312.4402727889866,320.46481204265694,21.350470674762903,321.2045459101356,324.16732649270557,0.7397338674786624
P69,136.08892591098282,321.2045459101356,183.013583024608,248.1114281792585,254.51865113823004,112.02250226827567,291.0898021142237,295.6520631297902,36.571150975993646,316.58013980359897,318.25438477165653,20.92807667380879,320.2732745903282,321.2045459101356,2.018889818671653
P70,151.29228244415557,329.8535044088647,177.27645822181617,254.51865113823004,265.6811501050954,103.22636869407447,295.6520631297902,298.4370446638923,29.970913024694767,318.25438477165653,324.06397493076423,19.81734010776421,324.16732649270557,329.8535044088647,0.10335156194133788
P71,152.99624146701743,333.2385824809803,181.0704004303388,265.6811501050954,266.9140664820151,112.68490863807799,298.4370446638923,300.69797809574857,31.52297818187725,320.46481204265694,325.044441341533,19.766833946908378,329.8535044088647,333.2385824809803,4.809063067331692
P72,155.6575652548725,334.55133453970006,177.21655189729523,266.9140664820151,269.260159223079,111.25650122714256,300.69797809574857,301.868440884915,31.437818872669595,324.06397493076423,327.2766292554325,22.19553404584923,333.2385824809803,334.55133453970006,5.961953225547802
P73,156.3967292662338,338.16986971900855,181.6976101620095,269.260159223079,269.2657036679464,112.86342995684518,301.868440884915,304.35812971752205,32.60273721696859,325.044441341533,332.05460043432385,20.686311624010955,336.78612057757243,338.16986971900855,4.731520143248588
P74,163.67204576187956,336.78612057757243,173.69445505104167,269.2657036679464,277.7752987176427,105.59365790606685,304.35812971752205,322.38356536314876,26.58283099987932,327.2766292554325,330.0982995231651,4.893063892283749,334.55133453970006,336.78612057757243,4.453035016534955
P75,167.694425680965,341.4850932989077,172.00807820017974,277.7752987176427,279.4946414762811,110.08087303667773,322.38356536314876,325.5779731744038,42.888923886867644,330.0982995231651,341.41900929578037,4.52032634876133,341.41900929578037,341.4850932989077,0.0
P76,167.86978150667886,343.63576766416475,178.2626981990342,279.4946414762811,283.19950157324496,111.62485996960226,325.5779731744038,333.512884870258,42.37847160115882,333.512884870258,341.6268713935374,0.0,341.6268713935374,343.63576766416475,0.0
P77,168.30149929761595,347.83423332003355,179.41557719855848,283.19950157324496,285.04007048349615,114.89800227562901,333.512884870258,336.7388528333514,48.472814386761854,341.41900929578037,344.37189263334,4.680156462428954,344.37189263334,347.83423332003355,0.0
P78,170.19980458388932,344.21069056437955,170.36377363613124,285.04007048349615,288.52308259762736,114.84026589960683,336.7388528333514,337.7504835518384,48.21577023572405,341.6268713935374,341.78884433716115,3.8763878416989996,343.63576766416475,344.21069056437955,1.8469233270035943
P79,170.76291120508643,370.9228316249536,200.7270932478047,288.52308259762736,289.1321845344959,117.76017139254094,337.7504835518384,342.3927284460596,48.61829901734251,342.3927284460596,348.4606151876422,0.0,348.4606151876422,370.9228316249536,0.0
P80,171.03109072233408,348.0408147398018,178.24615926135206,289.1321845344959,291.5053998731556,118.10109381216179,342.3927284460596,342.9882832440278,50.88732857290398,344.37189263334,347.18163668306164,1.3836093893121983,347.83423332003355,348.0408147398018,0.6525966369719072
P81,175.67186030383465,373.95744673482017,200.471117597754,291.5053998731556,292.3387770403293,115.83353956932098,342.9882832440278,345.5175071086437,50.64950620369848,347.18163668306164,348.8954191742816,1.6641295744179274,370.9228316249536,373.95744673482017,22.02741245067199
P82,177.70037156830327,376.1749842127318,201.85300535574666,292.3387770403293,294.45020897865993,114.63840547202605,345.5175071086437,352.8002506570673,51.06729812998378,352.8002506570673,359.0186354847426,0.0,373.95744673482017,376.1749842127318,14.93881125007755
P83,183.43097563181968,379.8643813871684,200.98871879718277,294.45020897865993,297.70479016362725,111.01923334684025,352.8002506570673,358.5312921598056,55.095460493440044,358.5312921598056,363.4244410512949,0.0,376.1749842127318,379.8643813871684,12.750543161436894
P84,184.71830967459775,381.83861623335144,197.8468680535469,297.70479016362725,297.7230026666794,112.9864804890295,358.5312921598056,359.5353068835456,60.80828949312621,359.5353068835456,366.62228605708003,0.0,381.5689934492828,381.83861623335144,14.946707392202768
P85,184.87808398616843,381.5689934492828,196.20797351903022,297.7230026666794,302.27644877974853,112.84491868051097,359.5353068835456,365.4824097421249,57.25885810379708,365.4824097421249,365.6357628856991,0.0,379.8643813871684,381.5689934492828,14.228618501469327
P86,185.38150255154218,389.6680241727655,205.16273715410802,302.27644877974853,305.8839006865237,116.89494622820635,370.0584040791111,372.1217880979003,64.17450339258738,372.1217880979003,377.93918489714326,0.0,381.83861623335144,389.6680241727655,3.899431336208181
P87,186.02863328071265,390.4290813344095,201.61655043016776,305.8839006865237,315.69896993697176,119.85526740581105,372.1217880979003,372.5606919632445,56.42281816092856,372.5606919632445,381.28844151914353,0.0,389.6680241727655,390.4290813344095,8.37958265362198
P88,191.71321040101824,394.42094252388165,201.42535671513787,315.69896993697176,316.68165836654697,123.98575953595352,372.5606919632445,380.3160745231585,55.879033596697525,380.3160745231585,382.7765669913029,0.0,390.4290813344095,394.42094252388165,7.6525143431065885
P89,192.0737271361419,395.176419438961,207.8451764725033,316.68165836654697,320.0068520402468,124.60793123040506,380.3160745231585,388.05192852343845,60.30922248291165,388.05192852343845,391.4226732655168,0.0,394.42094252388165,395.176419438961,2.9982692583648713
P90,195.84161486508032,397.04754452344,202.4295165931138,320.0068520402468,321.0453867660691,124.16523717516651,388.05192852343845,393.4567489344214,67.00654175736935,393.4567489344214,396.8284058982218,0.0,396.8284058982218,397.04754452344,0.0
P91,204.99949761213634,414.8305630053543,211.35707381976513,356.56557211757917,356.6330161544468,151.56607450544283,393.4567489344214,398.81930900944093,36.82373277997459,398.81930900944093,411.3990566954548,0.0,411.3990566954548,414.8305630053543,0.0
P92,210.87054026384567,404.6506453418338,195.9301081934488,356.6330161544468,357.1745376113398,145.76247589060114,398.81930900944093,399.9608571130983,41.64477139810111,399.9608571130983,403.64493354827,0.0,403.64493354827,404.6506453418338,0.0
P93,211.34860596108894,418.4305180711081,211.2311243516401,357.1745376113398,357.61649136916975,145.82593165025088,399.9608571130983,403.8096394757728,42.34436574392856,403.8096394757728,416.3244450556848,0.0,416.3244450556848,418.4305180711081,0.0
P94,213.46072782871087,421.36412698905707,207.27799457531526,357.61649136916975,361.2425312369547,144.15576354045888,403.8096394757728,408.74252663045814,42.56710823881815,411.3990566954548,418.3148409626883,2.656530064996673,418.4305180711081,421.36412698905707,0.11567710841978851
P95,214.86871476061046,423.21967524093657,206.15080000099425,361.2425312369547,361.8441375603252,146.37381647634422,408.74252663045814,411.4809353518828,46.898389070132964,416.3244450556848,420.1034635585172,4.843509703801999,421.36412698905707,423.21967524093657,1.2606634305398643
P96,215.07207805365007,425.01744427173907,209.47120635388546,361.8441375603252,364.90532516435553,146.7720595066751,411.4809353518828,415.7206347807461,46.575610187527275,418.3148409626883,420.68264376343495,2.5942061819422406,423.21967524093657,425.01744427173907,2.537031477501614
P97,215.75227616828144,425.897493760829,211.56855424271126,364.90532516435553,365.3037548700221,149.1530489960741,415.7206347807461,417.21357837731557,50.41687991072399,420.1034635585172,421.8104078885934,2.8898851812016346,425.27355717505685,425.897493760829,3.4631492864634765
P98,215.7597353471589,425.27355717505685,207.7599394347191,365.3037548700221,376.2584836281191,149.54401952286318,417.21357837731557,419.47705312534066,40.95509474919646,420.68264376343495,421.44062359468063,1.205590638094293,425.01744427173907,425.27355717505685,3.5768206770584356
P99,218.85629882179242,425.9319403983368,209.56185785346605,376.2584836281191,377.6554456467409,157.4021848063267,419.47705312534066,420.76738759362627,41.82160747859979,421.44062359468063,422.647641771368,0.673236001054363,425.897493760829,425.9319403983368,3.2498519894609785
P100,219.49417557783622,427.7785006940595,207.26380632609494,377.6554456467409,379.4873497847248,158.16127006890466,420.76738759362627,421.64097268635345,41.280037808901454,421.8104078885934,425.71312999334566,0.16943520223992437,425.9319403983368,427.7785006940595,0.2188104049911317
P101,222.3329957990562,447.98026120763876,224.50024539162948,379.4873497847248,381.0037090293194,157.15435398566862,421.64097268635345,422.63674553920765,40.637263657034055,422.647641771368,444.78544796070247,0.010896232160348518,445.97996459333774,447.98026120763876,1.1945166326352705
P102,227.25258876670577,432.98041311321157,204.40486702192496,381.0037090293194,386.6631971042937,153.75112026261363,422.63674553920765,427.9026628238799,35.97354843491394,427.9026628238799,432.65407574042194,0.0,432.65407574042194,432.98041311321157,0.0
P103,232.06673691493805,445.97996459333774,211.62523902665143,386.6631971042937,390.68757682970926,154.59646018935567,427.9026628238799,432.78439884076556,37.215085994170636,432.78439884076556,444.74223864045496,0.0,444.74223864045496,445.97996459333774,0.0
P104,236.59292357717726,448.28503672423375,213.96941581153433,390.68757682970926,393.2181002821081,154.094653252532,432.78439884076556,435.5412215472891,39.56629855865748,444.74223864045496,445.1959795852588,9.20101709316583,447.98026120763876,448.28503672423375,2.7842816223799787
P105,240.089006016874,454.185752236906,216.73099020808803,393.2181002821081,395.3821312686549,153.12909426523407,435.5412215472891,439.0265785523889,40.15909027863421,444.78544796070247,450.6377928746606,5.758869408313558,452.3984584257699,454.185752236906,1.7606655511092981
P106,240.14171332044216,451.7801355551713,212.62158126719973,395.3821312686549,401.63374244212366,155.24041794821275,439.0265785523889,441.39784086354234,37.39283611026525,445.1959795852588,445.5207943673104,3.798138721716441,448.28503672423375,451.7801355551713,2.7642423569233756
P107,242.9430012130568,452.3984584257699,209.13132521918797,401.63374244212366,402.29112289372284,158.69074122906687,441.39784086354234,444.05052781017696,39.1067179698195,445.5207943673104,446.47328962091973,1.4702665571334137,451.7801355551713,452.3984584257699,5.306845934251555
P108,246.34642191429194,458.044554778519,211.6363793822118,402.29112289372284,403.072028752663,155.9447009794309,444.05052781017696,451.10164397177203,40.97849905751394,451.10164397177203,456.5970765188949,0.0,456.5970765188949,458.044554778519,0.0
P109,246.9981454698661,463.2101333825821,215.41391855621,403.072028752663,408.3084076724926,156.0738832827969,451.10164397177203,457.48939389085564,42.79323629927944,457.48939389085564,460.93616801698084,0.0,460.93616801698084,463.2101333825821,0.0
P111,250.77774501560205,468.0605008249588,224.16823671486065,408.60156789671527,412.7720203003085,157.82382288111322,465.5234003111481,466.4746157656606,52.751380010839625,466.4746157656606,467.8718664314915,0.0,467.8718664314915,468.0605008249588,0.0
